NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,lat,long,map_image,NAME_3_clean,hujan_harian_max,hujan_kumulatif_3h_max,jml_hari_hujan_lebat,maks_hari_hujan_beruntun,total_hujan_bulan,banjir
jakarta timur,pasarrebo,11.169352253041016,35.7946542509711,34.385807206704264,48.623,Built-up,0.2656327316716562,0.252,43.49573732069805,2025,12,-6.3264,106.8573,RGB_Cakung2020.tif,pasarrebo,35.7946542509711,58.90258636898058,0.0,9.0,346.2499198442715,0
kota bogor,bogorselatan,119.69441130278489,194.9448981967066,35.10068960362753,296.76382501704467,Tree cover,0.5632363797254876,1.7284119465392216,38.983,2021,11,-6.593734480181377,106.83474211742059,RGB_BogorSelatan2022.tif,bogorselatan,38.40347502352877,66.29310396372468,6.556199078431254,20.66570138235312,374.8974477431357,1
jakarta utara,koja,1.112,1.501,38.69,3.739,Built-up,0.196,0.063,30.196,2023,9,-6.1215,106.905,RGB_Koja2023.tif,koja,6.0,10.49999999999999,0.0,3.0,21.7,0
bogor,gunungputri,13.224,25.284,39.0,81.462,Built-up,0.375,0.389,33.682,2023,10,-6.4052,106.9313,RGB_BabakanMadang2023.tif,gunungputri,19.4,27.100000000000044,0.0,3.0,79.8,0
kota tangerang,cibodas,14.234,35.07,39.52,19.751,Built-up,0.286,0.128,36.733,2023,12,-6.2058,106.608,RGB_Cibodas2023.tif,cibodas,17.4,47.09999999999999,0.0,12.0,160.3,0
depok,cimanggis,38.801,76.992,38.09,74.634,Built-up,0.346,0.278,41.585,2021,12,-6.3677,106.8694,RGB_Cimanggis_2021.tif,cimanggis,28.5,62.70000000000002,4.0,29.0,348.3,0
bogor,ciseeng,15.246086173157204,52.872150569460224,34.385807206704264,99.044,Tree cover,0.2298001061608076,0.396,44.97989714145661,2026,1,-6.4556,106.6785,RGB_Ciseeng2020.tif,ciseeng,52.872150569460224,84.11903680283342,2.0,7.0,472.6286713678733,0
bogor,rancabungur,76.088,126.236,30.82,144.929,Tree cover,0.65,0.575,35.543,2022,8,-6.5217,106.7137,RGB_RancaBungur2022.tif,rancabungur,19.5,38.10000000000003,0.0,7.0,154.89999999999998,0
tangerang,pakuhaji,50.652,104.886,31.43,3.922,Cropland,0.244,0.061,38.16,2024,1,-6.0602,106.6063,RGB_Pakuhaji_2024.tif,pakuhaji,53.7,98.49999999999996,8.0,12.0,397.9,0
depok,cimanggis,58.682,99.384,36.48,74.634,Built-up,0.213,0.278,40.839,2021,1,-6.3677,106.8694,RGB_Cimanggis_2021.tif,cimanggis,50.2,80.4,7.0,15.0,408.3,0
tangerang selatan,setu,15.01674195976196,54.207176321618576,34.385807206704264,54.164,Tree cover,0.2439694202646239,0.359,46.82933555609837,2026,1,-6.3637,107.0373,RGB_Setu2020(1).tif,setu,54.207176321618576,79.00345246234443,1.0,7.0,465.5190007526208,1
tangerang,rajeg,44.298,80.468,33.3,8.659,Cropland,0.487,0.105,37.132,2022,1,-6.1163,106.5103,RGB_Rajeg_2022.tif,rajeg,30.5,71.0,3.0,11.0,263.4,0
bekasi,cikarangselatan,72.72292618662293,120.1719918045132,34.8644966811657,62.884087540582215,Tree cover,0.31097179203938746,0.23939249798933038,41.50002986721384,2020,2,-6.364324200525233,106.83040617961427,RGB_SerangBaru2021.tif,cikarangselatan,43.688807320476684,85.35048773081718,5.6448612228149795,24.48597144029514,411.29344328272424,1
bogor,caringin,62.983,83.58,27.05,765.651,Tree cover,0.642,4.954,39.01,2024,2,-6.7366,106.866,RGB_Caringin2024(2).tif,caringin,35.0,57.59999999999995,6.0,14.0,339.0,0
tangerang,jambe,11.623024170517157,76.73417262291333,28.846074177259304,43.823,Tree cover,0.6376840640780082,0.302,36.02513459736351,2025,8,-6.3238,106.4992,RGB_Jambe_2020.tif,jambe,76.73417262291333,115.10125893437,1.0,4.0,360.3137492860318,0
tangerang,mekarbaru,57.481,131.782,28.33,4.93,Cropland,0.428,0.066,38.242,2023,2,-6.062,106.3871,RGB_Balaraja_2023.tif,mekarbaru,40.7,79.1,5.0,19.0,297.8,0
depok,limo,70.966,117.705,38.08,73.923,Built-up,0.291,0.284,41.65,2020,2,-6.3686,106.7808,RGB_Limo_2020.tif,limo,38.5,84.30000000000001,7.0,29.0,486.6,0
kota tangerang,benda,30.562,87.484,39.82,8.372,Built-up,0.315,0.098,36.527,2021,10,-6.13,106.6657,RGB_Benda2021.tif,benda,28.8,42.3,3.0,17.0,169.5,0
bekasi,periuk,26.979190055121062,62.270721253679454,32.00615257257328,3.75716165784484,Cropland,0.3837795574843093,0.053249834851116146,38.952955911496865,2021,12,-6.078799537583126,107.13479805165977,RGB_Periuk2022.tif,periuk,24.311756934170173,68.90454096942089,3.9853038322872854,28.044088503138145,269.37201122179226,1
jakarta pusat,menteng,62.075,130.356,36.16,10.741,Built-up,0.127,0.099,38.069,2023,2,-6.1958,106.8353,RGB_Menteng2023.tif,menteng,37.4,73.19999999999999,6.0,20.0,338.0,0
bekasi,serangbaru,44.26,86.755,33.01,47.778,Tree cover,0.592,0.25,37.996,2024,3,-6.3956,107.1143,RGB_SerangBaru2024.tif,serangbaru,31.9,88.99999999999997,4.0,17.0,326.79999999999984,0
depok,cipayung,84.709,143.819,37.89,106.638,Built-up,0.405,0.3,40.853,2022,10,-6.4297,106.8028,RGB_Cipayung_2022.tif,cipayung,28.7,73.5,3.0,18.0,314.49999999999994,0
jakarta timur,makasar,18.771,31.994,39.79,25.658,Built-up,0.308,0.16,38.695,2020,10,-6.2663,106.8911,RGB_Makasar2020.tif,makasar,38.7,74.30000000000001,4.0,16.0,286.9,1
tangerang selatan,ciputattimur,58.00655532329944,95.05717473042574,32.32882435822404,50.05845900948866,Built-up,0.4082752899684363,0.2044977216244652,39.12397825200253,2023,1,-6.336708657827032,106.6892133119335,RGB_BekasiBarat2024.tif,setu,40.273291218348895,90.52479494620187,7.00091135021392,21.4977216244652,399.2747493786912,1
bekasi,cikarangtimur,51.862,93.243,35.3,15.164,Cropland,0.502,0.085,31.736,2023,11,-6.2885,107.209,RGB_CikarangTimur2023.tif,cikarangtimur,27.5,67.0,5.0,22.0,315.70000000000005,0
kota bekasi,pondokgede,36.838,70.221,37.62,24.987,Built-up,0.224,0.142,40.322,2020,12,-6.2691,106.9299,RGB_BekasiBarat2020.tif,pondokgede,27.1,47.900000000000006,3.0,24.0,283.3999999999999,0
kota bogor,bogortimur,33.888,62.294,33.68,322.856,Built-up,0.514,1.429,35.355,2021,7,-6.6207,106.8264,RGB_BogorTimur2021.tif,bogortimur,63.9,70.49999999999997,1.0,6.0,122.39999999999998,0
bekasi,tambelang,27.912,47.799,29.04,5.555,Cropland,0.526,0.072,38.052,2022,3,-6.167,107.1273,RGB_Babelan2022.tif,tambelang,23.7,44.70000000000002,2.0,18.0,207.9,0
bogor,rancabungur,39.14,111.184,29.29,144.929,Tree cover,0.698,0.575,34.654,2024,7,-6.5217,106.7137,RGB_RancaBungur2024.tif,rancabungur,26.1,42.20000000000002,2.0,9.0,112.2,0
tangerang,sepatantimur,7.791,24.84,36.28,9.449,Built-up,0.396,0.066,36.721,2024,10,-6.1199,106.6084,RGB_Sepatan_Timur_2024.tif,sepatantimur,18.2,38.40000000000003,0.0,7.0,126.39999999999998,0
tangerang,teluknaga,8.79949486135312,40.11217538795555,29.68720507298401,3.313,Permanent water bodies,0.3170797061557161,0.071,32.055414660992085,2025,12,-6.0499,106.6582,RGB_Teluknaga_2020.tif,teluknaga,40.11217538795555,62.968067057623536,0.0,14.0,272.7843407019467,0
jakarta pusat,gambir,7.977,35.153,38.05,7.605,Built-up,0.258,0.061,34.128,2020,8,-6.1715,106.8181,RGB_Gambir2020.tif,gambir,20.3,28.20000000000001,1.0,4.0,61.2,0
jakarta selatan,pesanggrahan,68.78235183370543,116.7873279083447,31.587469314747054,13.718311665953426,Built-up,0.27230046697031923,0.13708930120543214,38.28914889070609,2020,1,-6.176712835231659,106.6071909706722,RGB_Pesanggrahan2020.tif,bekasibarat,39.96958138762367,89.8005578730166,6.956279185644952,29.6958138762367,429.8517211465373,1
bogor,cileungsi,76.12103154561225,120.49947114612142,31.461142056775884,76.78621936587575,Built-up,0.35403209776275835,0.33335514595471316,41.29163080670947,2021,2,-6.406893539036161,106.95746921034448,RGB_BabakanMadang2020.tif,cileungsi,53.36936218587358,100.09356664368586,6.0,24.983882099808447,418.858093459502,1
bekasi,cikarangutara,49.89309966036958,69.14100632390935,30.64507094507704,32.576288933141846,Built-up,0.40117365031052576,0.31893132685341496,37.09275634617675,2020,1,-6.344845953858846,107.16498831057511,RGB_CikarangBarat2020.tif,cikarangselatan,78.50531537650393,128.9128755123561,8.424232345711076,29.287883827144462,520.9946846234961,1
kota bekasi,pondokgede,15.482,35.017,35.45,24.987,Built-up,0.347,0.142,39.178,2024,6,-6.2691,106.9299,RGB_BekasiBarat2024.tif,pondokgede,17.5,40.59999999999999,0.0,8.0,165.79999999999998,0
